20	5.950	2.0538
40	4.300	1.4852
80	2.600	0.6585
160	2.350	0.4827
320	3.600	1.4535
640	2.200	0.4205
1280	3.650	0.8834
2560	2.850	0.6294
5120	2.250	0.4523
10240	3.500	0.8721
