20	10.600	2.2843
40	12.400	2.2854
80	14.750	2.1311
160	11.500	2.1132
320	13.800	2.1071
640	14.950	2.0590
1280	14.450	2.0628
2560	13.800	2.1723
5120	14.650	2.0791
10240	13.800	2.1723
