20	7.650	2.1936
40	6.300	2.1090
80	5.000	1.7947
160	7.300	2.1838
320	5.750	1.8308
640	6.150	2.0122
1280	6.150	2.0407
2560	6.300	2.0392
5120	6.350	2.0613
10240	6.250	2.0325
