20	4.800	1.8576
40	3.750	1.3686
80	2.750	0.8941
160	1.950	0.4134
320	5.000	1.7091
640	2.750	0.8331
1280	3.800	1.3565
2560	2.900	1.1024
5120	3.650	1.2445
10240	4.900	1.6382
