9277	0.000000
5769	3.341069
4716	45.075814
7271	59.440318
11426	62.088733
3320	73.538351
13835	75.020351
4999	91.594494
4713	98.101141
6201	111.210860
2856	125.979565
14853	335.611399
6779	374.150924
2514	374.699119
3908	380.830464
6785	399.344375
8426	409.033168
14318	436.687122
5668	635.303925
6197	638.506577
3591	648.290444
3301	654.866828
12262	663.159644
3703	666.556829
17211	676.379076
5650	727.709883
8112	937.874468
15433	938.169090
4804	944.599577
7260	950.236540
4355	951.919377
4513	973.106945
4134	986.655922
8048	998.469022
6172	1010.762535
6198	1017.623891
5492	1235.507795
6571	1243.959918
3209	1262.945212
7482	1294.350817
4230	1304.236013
6065	1307.999292
7015	1339.048404
577	1533.570119
20231	1552.181123
21522	1558.001639
14988	1603.438926
4813	1731.886367
701	1834.706071
3462	1834.919399
2150	1843.792168
4795	1874.526803
3265	1878.594081
237	1898.725667
174	1984.472904
2381	2023.235985
1290	2133.858160
8011	2135.012370
4538	2144.098246
11466	2144.159554
6805	2156.420892
5432	2164.293666
14405	2181.836740
10593	2436.080684
5006	2436.257471
10421	2440.247739
16196	2443.861234
38	2445.010289
1901	2455.289288
4616	2462.540780
1239	2472.332311
9458	2585.098860
8052	2736.251898
4058	2738.632007
4808	2743.780114
3	2747.830820
8016	2751.613419
8151	2760.559564
3356	2789.836571
7623	3036.716758
10514	3041.874087
4792	3103.608077
16515	3114.876428
680	3127.255841
7293	3186.521891
2941	3245.558495
7220	3337.115303
7584	3339.970446
12849	3342.673085
9929	3344.839709
10796	3347.118791
2706	3355.549107
2846	3397.291908
2647	3407.629985
9815	3423.627850
13999	3473.235374
4812	3636.037624
8046	3659.377467
4670	3933.405384
2048	3936.832401
6381	3940.449898
3216	3977.437103
8248	4239.464462
2119	4243.853040
2510	4244.665296
4783	4245.270805
1270	4263.715110
4725	4282.865641
7459	4307.227027
9881	4307.897467
1221	4534.306317
7018	4534.779080
8584	4541.044581
9581	4555.472652
3292	4570.717121
9676	4585.301890
8493	4596.059855
11486	4598.805511
7474	4692.797599
2914	4849.268483
8642	4852.738165
4732	4866.451910
8342	4895.091999
14673	5104.959937
2148	5135.915756
3976	5141.821051
8447	5172.091592
2042	5175.674124
3269	5191.177904
1691	5340.463206
7725	5435.845457
18989	5436.442600
19028	5437.496973
5677	5450.568310
11908	5451.869560
4700	5461.141748
5617	5462.399179
4780	5482.278054
1746	5490.072261
11536	5528.865641
2518	5575.238310
1653	5749.417140
9800	5983.259163
9569	6034.379285
7679	6043.087439
6382	6065.136994
7563	6070.207444
5674	6076.116188
6386	6106.528229
15475	6114.731598
16812	6121.317283
10199	6142.173048
2907	6363.827840
7450	6378.392134
6675	6653.840836
8472	6671.725410
6713	6683.170265
7620	6935.370314
11562	6936.149006
5390	6960.032655
9768	6976.628199
2527	7132.503703
4183	7234.824323
7866	7248.516455
2828	7251.036761
786	7260.752313
1853	7278.986285
5697	7313.560596
9534	7555.183938
6306	7603.768263
8974	7604.483047
2519	7604.519277
5673	7851.359887
15569	7875.267568
10994	7877.088827
7639	7894.458870
3352	8138.390798
7570	8157.740018
7206	8186.122815
15221	8221.936640
5678	8233.172284
18618	8245.441938
6128	8389.121572
1785	8449.077691
10430	8451.101044
14633	8502.349724
3149	8526.673589
6350	8766.614412
7473	8771.212431
5687	8789.581598
4637	8790.423706
4799	9041.306515
7927	9073.545611
3931	9075.692192
3561	9084.336024
11491	9109.483656
8404	9119.702835
6347	9342.912390
9494	9349.724819
5400	9382.821996
4983	9524.908934
6225	9640.262675
7522	9641.393440
3215	9649.348037
8930	9934.745268
7506	9937.277145
702	9966.418636
3839	10065.703443
4913	10252.646606
2572	10252.956082
12140	10280.134485
7757	10534.739415
14624	10588.534058
8761	10592.451967
9908	10637.307572
6407	10838.370303
13593	10853.809403
6221	10888.113953
8015	10894.150492
9870	10914.396441
4663	10942.044235
7843	10948.695465
9658	10968.834716
3257	11137.658540
4614	11159.246170
3259	11167.095477
1659	11211.633415
16473	11229.700618
1668	11472.765414
4565	11677.859021
2379	11768.219857
3967	11778.339939
1	11789.191961
9443	11819.554241
13140	12044.427514
16445	12066.505955
5078	12197.472713
6995	12362.440016
11955	12368.495210
19699	12637.706982
2529	12645.652700
18744	12659.028135
4279	12659.227636
7021	12659.764856
12479	12723.561227
4790	12728.070777
5378	12993.825058
8133	13087.151800
9411	13233.354052
8434	13238.169014
11216	13350.556298
8517	13533.482782
8957	13538.779704
17557	13570.475363
7497	13577.948197
2643	13835.862455
8228	13872.684286
8897	13872.935997
6461	14017.067225
4434	14083.814053
10770	14513.181207
1741	14733.973597
7683	14735.927374
5041	14737.894578
10481	14805.700767
7784	14806.279228
14492	15034.228681
15206	15064.250042
553	15090.937958
7168	15094.423147
1267	15289.962943
4436	15338.523038
9498	15357.114565
17324	15372.089983
9949	15473.072314
9739	15633.740820
9546	15634.911223
9186	15635.727157
9927	15637.627342
3999	15637.732744
9829	15648.480520
2116	15667.289958
5377	15715.497821
10838	15813.305526
10834	15903.042082
11827	15941.991832
1136	15944.779902
8013	15985.930711
1237	16087.489845
7790	16234.356209
9653	16239.842316
9290	16257.554328
376	16536.487091
9919	16554.696101
17552	16581.261647
3549	16604.142189
11847	16607.864740
10664	16863.035631
4781	16872.150764
5639	16911.289531
2854	17143.363353
2497	17144.066217
3603	17145.885687
16992	17193.624453
2586	17232.340894
15461	17232.378341
55	17440.168470
4621	17444.414957
703	17451.057310
5713	17469.149513
3228	17539.961352
15915	17733.994210
12880	17758.740085
5610	17767.874360
7855	17770.807265
7568	17786.031720
17154	17950.747151
5675	18033.996790
6539	18039.200657
7203	18063.716401
11427	18116.574838
20191	18359.235803
7502	18372.742490
7132	18380.510158
12302	18423.587847
8895	18432.172154
4787	18475.572652
4788	18633.635946
2834	18641.767833
7029	18645.070798
5645	18646.226072
11444	18685.011986
5603	18800.784847
4755	18937.275334
803	18949.072144
2548	18957.555426
13756	18966.972103
3251	18974.941839
7908	19078.957639
6167	19248.386287
9420	19276.684393
1680	19364.139989
9654	19533.643241
5738	19562.266872
9415	19751.660270
12173	19837.286103
7122	19991.995340
17747	20178.327405
4730	20207.718919
5719	20478.777891
14751	20744.013574
9125	20759.536205
9803	20938.965095
8359	21033.428684
3790	21036.649230
8079	21119.766062
11403	21131.760846
9038	21355.772474
6079	21367.064792
9583	21369.416687
6226	21742.265881
210	21752.146799
7837	21934.468612
16942	21938.543556
3249	21973.854072
12492	22011.184108
9317	22262.730998
10307	22533.742925
8736	22816.535954
11127	22834.056298
8773	22883.730796
3313	22899.635664
517	22941.322820
14472	22955.886625
4739	23194.260497
15994	23434.998441
2764	23478.317006
8688	23733.507411
13227	23735.799580
6227	23736.694044
5462	23783.375482
3329	24063.727299
9906	24093.711626
3733	24337.924431
12050	24346.883252
10311	24357.816512
6316	24366.074867
4645	24371.365637
1312	24400.413151
15474	24418.732932
8022	24508.110005
9769	24531.667244
4782	24656.069012
