20	9.850	2.2795
40	7.100	1.8665
80	9.200	2.2799
160	12.050	2.1306
320	10.850	2.1377
640	11.800	2.1492
1280	8.200	2.1208
2560	8.800	2.0871
5120	8.100	2.1063
10240	9.000	2.1164
