20	8.950	2.6092
40	7.450	2.0856
80	11.000	2.4116
160	13.700	2.7107
320	12.600	2.4316
640	13.050	2.8713
1280	15.100	2.7134
2560	17.000	2.9155
5120	16.000	3.0505
10240	17.800	2.8438
