20	13.412	2.4023
40	14.450	2.2161
80	10.995	2.1706
160	12.386	2.0503
320	14.650	1.9274
640	13.699	1.9771
1280	12.745	2.0176
2560	12.934	2.0614
5120	13.702	1.9822
10240	12.891	2.0557
