20.00	1.80	1.31	1.45	1.26	0.96	6.35	1.75	1.38	0.04	2.12	1.52	1.18	0.40	1.87	5.93	1.19	1.75	1.34	2.60	0.82	0.20	
40.00	1.72	1.32	1.54	1.27	0.80	0.50	1.72	1.35	0.15	1.92	2.16	1.13	0.58	1.82	9.82	1.26	1.72	1.34	7.49	0.56	0.20	
80.00	1.68	1.33	1.54	1.20	0.69	0.32	1.68	1.36	3.44	1.75	2.10	1.13	0.66	1.62	0.63	1.16	1.68	1.31	3.51	0.82	0.10	
160.00	1.67	1.33	1.51	1.22	0.73	0.23	1.63	1.35	2.07	1.85	2.01	1.16	0.72	1.67	6.69	1.25	1.67	1.41	3.73	0.72	0.20	
320.00	1.66	1.32	1.49	1.21	0.60	4.75	1.64	1.35	3.33	1.80	2.05	1.11	0.68	1.67	8.28	1.16	1.66	1.32	2.81	0.64	0.25	
640.00	1.66	1.32	1.49	1.22	0.68	3.65	1.63	1.35	3.53	1.75	1.99	1.15	0.66	1.60	8.77	1.28	1.66	1.31	3.55	0.66	0.20	
1280.00	1.67	1.32	1.50	1.21	0.69	3.62	1.63	1.35	3.17	1.76	1.95	1.15	0.68	1.63	8.38	1.15	1.66	1.30	3.57	0.65	0.15	
2560.00	1.67	1.32	1.50	1.22	0.66	3.87	1.62	1.35	2.84	1.75	2.02	1.13	0.70	1.62	7.27	1.14	1.67	1.32	3.27	0.68	0.25	
5120.00	1.67	1.32	1.50	1.22	0.64	3.61	1.64	1.35	2.97	1.75	2.00	1.14	0.69	1.62	7.90	1.15	1.67	1.32	3.34	0.64	0.20	
10240.00	1.67	1.32	1.49	1.22	0.65	3.76	1.64	1.35	3.16	1.76	2.01	1.13	0.70	1.64	7.85	1.15	1.67	1.32	3.53	0.65	0.20	
