20	10.012	2.3147
40	7.288	1.9628
80	7.094	1.9556
160	6.625	1.7713
320	6.096	1.8674
640	6.002	1.8272
1280	6.167	1.6460
2560	6.106	1.6650
5120	7.136	2.0248
10240	5.699	1.6905
