100	49.2	27.69
150	85.2	41.55
200	179.4	67.09
250	364.6	69.40
300	218	81.35
350	348	114.62
400	491.8	144.80
450	598.4	140.81
500	530	165.07
550	600.8	181.03
600	652	202.37
650	1038.2	203.80
700	735.6	251.54
750	1302.2	151.80
800	1360.2	199.80
850	1166	307.45
900	1315.2	285.35
950	1118.6	318.74
1000	1131	359.17
